# file created by $Id: average_rebin_scans 145 2020-06-18 23:05:36Z dndadmin $
# using q from column 2, I from column 3 and sigma(I) from column 4.
# saxs scale = 1.000000
# saxs constant = 0.000000
# maxs scale = 1.000000
# maxs constant = 0.000000
# waxs scale = 1.000000
# waxs constant = 0.000000
# sigma cutoff from Chauvenet's criterion
# bubble rejection sigma cutoff from Chauvenet's criterion
# postscale value cutoff = -10.000000
# 0.001000 <= allowed saxs q <= 100.000000
# 0.001000 <= allowed maxs q <= 100.000000
# 0.001000 <= allowed waxs q <= 100.000000
# variance is smoothed over 1 bins
# a file will be rejected if more than 0.9 times its points are rejected
# use original bins
#   File list input:
#     an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0000.txt 
#     an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0001.txt 
#     an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0002.txt 
#     an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0003.txt 
#     an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0004.txt 
#     an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0005.txt 
#     an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0006.txt 
#     an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0007.txt 
#     an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0008.txt 
#     an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0009.txt 
#
# *** read in points which are within q and value cutoffs ***
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0000.txt has 1075 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0001.txt has 1075 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0002.txt has 1075 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0003.txt has 1075 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0004.txt has 1075 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0005.txt has 1075 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0006.txt has 1075 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0007.txt has 1075 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0008.txt has 1075 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0009.txt has 1075 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 10750 total points read in
# *** initial unbinned Chauvenet's criterion outlier file (ie bubble) rejection ***
# *** rebinning and final rejection cycles ***
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0000.txt has had 29 points rejected as outliers
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0001.txt has had 34 points rejected as outliers
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0002.txt has had 26 points rejected as outliers
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0003.txt has had 46 points rejected as outliers
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0004.txt has had 42 points rejected as outliers
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0005.txt has had 46 points rejected as outliers
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0006.txt has had 42 points rejected as outliers
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0007.txt has had 35 points rejected as outliers
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0008.txt has had 40 points rejected as outliers
# an-3-17-1-prerxnmix-try2/plot_files/an-3-17-1-prerxnmix-try2_hs104_210_0009.txt has had 38 points rejected as outliers
# *** variance smoothing and output ***
0.0024957	81.3003	1.01023
0.0026753	64.1743	0.638261
0.0028549	51.3528	0.475845
0.0030345	41.6762	0.442976
0.0032141	34.4667	0.318961
0.0033937	28.6919	0.293314
0.0035733	23.5866	0.150555
0.0037529	19.7587	0.124425
0.0039325	16.5228	0.136886
0.0041121	14.0042	0.0749365
0.0042917	12.0009	0.0906092
0.0044713	10.3358	0.0490191
0.0046509	9.0712	0.0851328
0.0048305	7.81609	0.0287033
0.0050101	6.87984	0.102306
0.0051897	6.08065	0.0534232
0.0053693	5.35685	0.0717447
0.0055489	4.74959	0.0558644
0.0057285	4.25744	0.0148638
0.0059081	3.80129	0.0133765
0.0060877	3.39132	0.0458548
0.0062673	3.07171	0.0109105
0.0064469	2.77023	0.0405581
0.0066265	2.50052	0.0090068
0.0068061	2.27255	0.00842386
0.0069857	2.10198	0.00779168
0.0071653	1.9172	0.0458019
0.0073449	1.78295	0.0354005
0.0075245	1.65544	0.0231562
0.0077041	1.52998	0.0273158
0.0078837	1.41973	0.00656276
0.0080633	1.29053	0.0361334
0.0082429	1.19363	0.03366
0.0084225	1.11146	0.0336245
0.0086021	1.05849	0.00537806
0.0087817	0.999099	0.00518634
0.0089613	0.935926	0.0160859
0.0091409	0.877297	0.0257591
0.0093205	0.815566	0.00479423
0.0095001	0.791705	0.00495354
0.0096797	0.747498	0.0306549
0.0098593	0.680488	0.00443264
0.010039	0.650581	0.0275085
0.010218	0.621491	0.00420303
0.010398	0.601561	0.0151808
0.010578	0.57111	0.0130985
0.010757	0.537399	0.017356
0.010937	0.514562	0.0200512
0.011116	0.500615	0.0159467
0.011296	0.468386	0.00344623
0.011476	0.445141	0.00904851
0.011655	0.43398	0.0129256
0.011835	0.412836	0.00316611
0.012014	0.398207	0.00887391
0.012194	0.391275	0.00315809
0.012374	0.376286	0.0141664
0.012553	0.356516	0.0118747
0.012733	0.357125	0.0116443
0.012912	0.341341	0.0101287
0.013092	0.328081	0.00948216
0.013272	0.319667	0.00280546
0.013451	0.308426	0.0115623
0.013631	0.295354	0.0102324
0.01381	0.289886	0.00878392
0.01399	0.285219	0.00791967
0.01417	0.279012	0.00976041
0.014349	0.275217	0.00260054
0.014529	0.266854	0.00830168
0.014708	0.262255	0.00821969
0.014888	0.253098	0.0117447
0.015068	0.244753	0.00244299
0.015247	0.241719	0.0102294
0.015427	0.240063	0.00566009
0.015606	0.232686	0.00878274
0.015786	0.223515	0.0104925
0.015966	0.218343	0.00809239
0.016145	0.216691	0.00608158
0.016325	0.209684	0.00577788
0.016505	0.206864	0.00685727
0.016684	0.208759	0.00231883
0.016864	0.213172	0.00790352
0.017043	0.213514	0.00231453
0.017223	0.201566	0.0102454
0.017403	0.200194	0.011333
0.017582	0.19547	0.00836933
0.017762	0.192907	0.00828725
0.017941	0.186831	0.00512788
0.018121	0.186995	0.00202926
0.018301	0.181141	0.00671344
0.01848	0.180069	0.00201491
0.01866	0.182268	0.00197674
0.018839	0.177825	0.00614436
0.019019	0.178665	0.00694643
0.019199	0.177121	0.00888863
0.019378	0.173771	0.00677213
0.019558	0.168429	0.00200008
0.019737	0.167913	0.00717467
0.019917	0.167467	0.00190247
0.020097	0.16942	0.00189804
0.020276	0.163145	0.00813957
0.020456	0.162536	0.00183691
0.020635	0.161609	0.00596731
0.020815	0.159786	0.00449858
0.020995	0.157686	0.00446566
0.021174	0.160348	0.00601704
0.021354	0.154659	0.00616986
0.021533	0.152795	0.00431297
0.021713	0.150116	0.00768477
0.021893	0.153675	0.0078946
0.022072	0.15518	0.00631733
0.022252	0.15335	0.00176441
0.022431	0.153364	0.00638145
0.022611	0.153009	0.00595551
0.022791	0.151738	0.00579626
0.02297	0.150938	0.00619688
0.02315	0.146726	0.00436559
0.023329	0.146595	0.00772318
0.023509	0.144951	0.00519149
0.023689	0.146073	0.00491181
0.023868	0.143109	0.00460796
0.024048	0.144592	0.00177109
0.024227	0.14102	0.00162344
0.024407	0.13928	0.00164853
0.024587	0.142036	0.00404087
0.024766	0.142823	0.00739489
0.024946	0.140074	0.00171577
0.025125	0.13936	0.00558944
0.025305	0.142748	0.00162654
0.025485	0.139644	0.00295253
0.025664	0.137293	0.00179473
0.025844	0.140541	0.00507322
0.026023	0.137906	0.00585122
0.026203	0.136556	0.00446825
0.026383	0.134859	0.00688724
0.026562	0.139686	0.0015621
0.026742	0.141028	0.00505993
0.026921	0.136277	0.00687997
0.027101	0.134483	0.00155531
0.027281	0.135194	0.00590221
0.02746	0.134701	0.00162859
0.02764	0.13659	0.00435317
0.027819	0.13698	0.00160348
0.027999	0.139159	0.00449721
0.028179	0.136016	0.00150348
0.028358	0.1343	0.00151081
0.028538	0.131498	0.00547095
0.028717	0.132294	0.00484985
0.028897	0.129059	0.00158528
0.029077	0.131949	0.00478426
0.029256	0.131157	0.001482
0.029436	0.129441	0.00442654
0.029615	0.132139	0.00618277
0.029795	0.131453	0.00350353
0.029975	0.130708	0.00449269
0.030154	0.128437	0.00144588
0.030334	0.129012	0.00598391
0.030513	0.129743	0.00511373
0.030693	0.133687	0.00144316
0.030873	0.134073	0.00547919
